,"Toxicity (racism, sexism, obscene/offensive language)?",,,,,,,,,,,,,,,ID
[DATA REMOVED],No,,,,,,,,,,,,,,,351240557
[DATA REMOVED],Yes,,,,,,,,,,,,,,,342257084
[DATA REMOVED],No,,,,,,,,,,,,,,,51322370
[DATA REMOVED],No,,,,,,,,,,,,,,,53289964
[DATA REMOVED],Yes,,,,,,,,,,,,,,,361093442
[DATA REMOVED],No,,,,,,,,,,,,,,,852554436
[DATA REMOVED],No,,,,,,,,,,,,,,,17544285
[DATA REMOVED],Yes,,,,,,,,,,,,,,,851808878
[DATA REMOVED],No,,,,,,,,,,,,,,,512169922
[DATA REMOVED],No,,,,,,,,,,,,,,,362169929
[DATA REMOVED],Yes,,,,,,,,,,,,,,,691865978
[DATA REMOVED],No,,,,,,,,,,,,,,,52955664
[DATA REMOVED],No,,,,,,,,,,,,,,,853193471
[DATA REMOVED],No,,,,,,,,,,,,,,,683241636
[DATA REMOVED],No,,,,,,,,,,,,,,,682014057
[DATA REMOVED],Yes,,,,,,,,,,,,,,,1833457
[DATA REMOVED],No,,,,,,,,,,,,,,,351147077
[DATA REMOVED],No,,,,,,,,,,,,,,,86437043
[DATA REMOVED],No,,,,,,,,,,,,,,,682114121
[DATA REMOVED],No,,,,,,,,,,,,,,,17712664
[DATA REMOVED],Yes,,,,,,,,,,,,,,,342191663
[DATA REMOVED],No,,,,,,,,,,,,,,,19423028
[DATA REMOVED],No,,,,,,,,,,,,,,,521865949
[DATA REMOVED],No,,,,,,,,,,,,,,,86118649
[DATA REMOVED],No,,,,,,,,,,,,,,,17437021
[DATA REMOVED],No,,,,,,,,,,,,,,,19437035
[DATA REMOVED],No,,,,,,,,,,,,,,,342585399
[DATA REMOVED],No,,,,,,,,,,,,,,,172114122
[DATA REMOVED],Yes,,,,,,,,,,,,,,,512792864
[DATA REMOVED],No,,,,,,,,,,,,,,,533241629
[DATA REMOVED],Yes,,,,,,,,,,,,,,,35423099
[DATA REMOVED],Yes,,,,,,,,,,,,,,,523138035
[DATA REMOVED],No,,,,,,,,,,,,,,,851808856
[DATA REMOVED],Yes,,,,,,,,,,,,,,,341865985
[DATA REMOVED],No,,,,,,,,,,,,,,,192476036
[DATA REMOVED],No,,,,,,,,,,,,,,,681093484
[DATA REMOVED],No,,,,,,,,,,,,,,,69322350
[DATA REMOVED],No,,,,,,,,,,,,,,,681031314
[DATA REMOVED],No,,,,,,,,,,,,,,,852966121
[DATA REMOVED],No,,,,,,,,,,,,,,,863193415
[DATA REMOVED],No,,,,,,,,,,,,,,,862785777
[DATA REMOVED],Yes,,,,,,,,,,,,,,,69322335
[DATA REMOVED],No,,,,,,,,,,,,,,,192476021
[DATA REMOVED],No,,,,,,,,,,,,,,,86225199
[DATA REMOVED],No,,,,,,,,,,,,,,,872820270
[DATA REMOVED],No,,,,,,,,,,,,,,,68955699
[DATA REMOVED],Yes,,,,,,,,,,,,,,,523193428
[DATA REMOVED],No,,,,,,,,,,,,,,,852692492
[DATA REMOVED],No,,,,,,,,,,,,,,,51196642
[DATA REMOVED],No,,,,,,,,,,,,,,,531147084
[DATA REMOVED],No,,,,,,,,,,,,,,,693047498
[DATA REMOVED],No,,,,,,,,,,,,,,,181811450
[DATA REMOVED],No,,,,,,,,,,,,,,,8565343
[DATA REMOVED],No,,,,,,,,,,,,,,,87712615
[DATA REMOVED],No,,,,,,,,,,,,,,,53955670
[DATA REMOVED],No,,,,,,,,,,,,,,,682820249
[DATA REMOVED],No,,,,,,,,,,,,,,,85196636
[DATA REMOVED],No,,,,,,,,,,,,,,,192114157
[DATA REMOVED],No,,,,,,,,,,,,,,,872966121
[DATA REMOVED],No,,,,,,,,,,,,,,,351093450
[DATA REMOVED],No,,,,,,,,,,,,,,,19196663
[DATA REMOVED],No,,,,,,,,,,,,,,,532692485
[DATA REMOVED],No,,,,,,,,,,,,,,,872865491
[DATA REMOVED],No,,,,,,,,,,,,,,,513047464
[DATA REMOVED],No,,,,,,,,,,,,,,,351811442
[DATA REMOVED],No,,,,,,,,,,,,,,,701865984
[DATA REMOVED],No,,,,,,,,,,,,,,,871453463
[DATA REMOVED],No,,,,,,,,,,,,,,,702863821
[DATA REMOVED],No,,,,,,,,,,,,,,,8533415
[DATA REMOVED],No,,,,,,,,,,,,,,,862554428
[DATA REMOVED],Yes,,,,,,,,,,,,,,,182351464
[DATA REMOVED],No,,,,,,,,,,,,,,,3665398
[DATA REMOVED],No,,,,,,,,,,,,,,,521113036
[DATA REMOVED],No,,,,,,,,,,,,,,,362554422
[DATA REMOVED],No,,,,,,,,,,,,,,,532585343
[DATA REMOVED],No,,,,,,,,,,,,,,,53368092
[DATA REMOVED],No,,,,,,,,,,,,,,,6865391
[DATA REMOVED],No,,,,,,,,,,,,,,,531240598
[DATA REMOVED],No,,,,,,,,,,,,,,,851811449
[DATA REMOVED],No,,,,,,,,,,,,,,,182114163
[DATA REMOVED],No,,,,,,,,,,,,,,,862785792
[DATA REMOVED],No,,,,,,,,,,,,,,,342966192
[DATA REMOVED],No,,,,,,,,,,,,,,,701147015
[DATA REMOVED],No,,,,,,,,,,,,,,,532169998
[DATA REMOVED],No,,,,,,,,,,,,,,,532585370
[DATA REMOVED],No,,,,,,,,,,,,,,,701491443
[DATA REMOVED],No,,,,,,,,,,,,,,,512865485
[DATA REMOVED],No,,,,,,,,,,,,,,,1833428
[DATA REMOVED],No,,,,,,,,,,,,,,,871491498
[DATA REMOVED],No,,,,,,,,,,,,,,,692191698
[DATA REMOVED],No,,,,,,,,,,,,,,,182585328
[DATA REMOVED],No,,,,,,,,,,,,,,,362792815
[DATA REMOVED],No,,,,,,,,,,,,,,,871093499
[DATA REMOVED],No,,,,,,,,,,,,,,,352585378
[DATA REMOVED],No,,,,,,,,,,,,,,,522554415
[DATA REMOVED],No,,,,,,,,,,,,,,,691453443
[DATA REMOVED],No,,,,,,,,,,,,,,,17289928
[DATA REMOVED],No,,,,,,,,,,,,,,,523241649
[DATA REMOVED],No,,,,,,,,,,,,,,,352863870
[DATA REMOVED],No,,,,,,,,,,,,,,,683047428
[DATA REMOVED],No,,,,,,,,,,,,,,,34807221
[DATA REMOVED],No,,,,,,,,,,,,,,,51544235
[DATA REMOVED],No,,,,,,,,,,,,,,,682863885
[DATA REMOVED],No,,,,,,,,,,,,,,,852191678
[DATA REMOVED],No,,,,,,,,,,,,,,,352114129
[DATA REMOVED],No,,,,,,,,,,,,,,,35574835
[DATA REMOVED],No,,,,,,,,,,,,,,,85584199
[DATA REMOVED],No,,,,,,,,,,,,,,,192863899
[DATA REMOVED],No,,,,,,,,,,,,,,,19251098
[DATA REMOVED],No,,,,,,,,,,,,,,,52251070
[DATA REMOVED],No,,,,,,,,,,,,,,,871181315
[DATA REMOVED],No,,,,,,,,,,,,,,,862966135
[DATA REMOVED],No,,,,,,,,,,,,,,,69574850
[DATA REMOVED],No,,,,,,,,,,,,,,,522169985
[DATA REMOVED],No,,,,,,,,,,,,,,,68322336
[DATA REMOVED],No,,,,,,,,,,,,,,,693138015
[DATA REMOVED],No,,,,,,,,,,,,,,,51118692
[DATA REMOVED],No,,,,,,,,,,,,,,,701808850
[DATA REMOVED],No,,,,,,,,,,,,,,,351453456
[DATA REMOVED],No,,,,,,,,,,,,,,,18368036
[DATA REMOVED],No,,,,,,,,,,,,,,,512865456
[DATA REMOVED],No,,,,,,,,,,,,,,,53574870
[DATA REMOVED],No,,,,,,,,,,,,,,,69584121
[DATA REMOVED],No,,,,,,,,,,,,,,,703193471
[DATA REMOVED],No,,,,,,,,,,,,,,,351181392
[DATA REMOVED],No,,,,,,,,,,,,,,,172351415
[DATA REMOVED],No,,,,,,,,,,,,,,,17368084
[DATA REMOVED],No,,,,,,,,,,,,,,,53437064
[DATA REMOVED],No,,,,,,,,,,,,,,,522191671
[DATA REMOVED],No,,,,,,,,,,,,,,,341181343
[DATA REMOVED],No,,,,,,,,,,,,,,,351031384
[DATA REMOVED],No,,,,,,,,,,,,,,,86712643
[DATA REMOVED],No,,,,,,,,,,,,,,,19289970
[DATA REMOVED],No,,,,,,,,,,,,,,,70368063
[DATA REMOVED],No,,,,,,,,,,,,,,,702785798
[DATA REMOVED],Yes,,,,,,,,,,,,,,,511113098
[DATA REMOVED],Yes,,,,,,,,,,,,,,,361719863
[DATA REMOVED],No,,,,,,,,,,,,,,,512476057
[DATA REMOVED],No,,,,,,,,,,,,,,,702865450
[DATA REMOVED],No,,,,,,,,,,,,,,,36955643
[DATA REMOVED],No,,,,,,,,,,,,,,,191113085
[DATA REMOVED],No,,,,,,,,,,,,,,,8533477
[DATA REMOVED],No,,,,,,,,,,,,,,,53544256
[DATA REMOVED],No,,,,,,,,,,,,,,,85712614
[DATA REMOVED],No,,,,,,,,,,,,,,,862351442
[DATA REMOVED],No,,,,,,,,,,,,,,,681147035
[DATA REMOVED],No,,,,,,,,,,,,,,,8665384
[DATA REMOVED],No,,,,,,,,,,,,,,,532191614
[DATA REMOVED],No,,,,,,,,,,,,,,,702257049
[DATA REMOVED],No,,,,,,,,,,,,,,,70322350
[DATA REMOVED],No,,,,,,,,,,,,,,,852785784
[DATA REMOVED],No,,,,,,,,,,,,,,,521719849
[DATA REMOVED],No,,,,,,,,,,,,,,,693241692
[DATA REMOVED],No,,,,,,,,,,,,,,,172014077
[DATA REMOVED],No,,,,,,,,,,,,,,,192114198
[DATA REMOVED],No,,,,,,,,,,,,,,,69712635
[DATA REMOVED],No,,,,,,,,,,,,,,,85118614
[DATA REMOVED],No,,,,,,,,,,,,,,,852863849
[DATA REMOVED],No,,,,,,,,,,,,,,,872047570
[DATA REMOVED],No,,,,,,,,,,,,,,,511147015
[DATA REMOVED],No,,,,,,,,,,,,,,,171719878
[DATA REMOVED],No,,,,,,,,,,,,,,,181147085
[DATA REMOVED],No,,,,,,,,,,,,,,,183047422
[DATA REMOVED],No,,,,,,,,,,,,,,,86584185
[DATA REMOVED],No,,,,,,,,,,,,,,,531865950
[DATA REMOVED],No,,,,,,,,,,,,,,,181093449
[DATA REMOVED],No,,,,,,,,,,,,,,,69196635
[DATA REMOVED],No,,,,,,,,,,,,,,,522966143
[DATA REMOVED],No,,,,,,,,,,,,,,,3633491
[DATA REMOVED],No,,,,,,,,,,,,,,,861113091
[DATA REMOVED],No,,,,,,,,,,,,,,,352820221
[DATA REMOVED],No,,,,,,,,,,,,,,,852820222
[DATA REMOVED],No,,,,,,,,,,,,,,,192047585
[DATA REMOVED],No,,,,,,,,,,,,,,,701808863
[DATA REMOVED],No,,,,,,,,,,,,,,,17574815
[DATA REMOVED],No,,,,,,,,,,,,,,,19807228
[DATA REMOVED],No,,,,,,,,,,,,,,,35196664
[DATA REMOVED],No,,,,,,,,,,,,,,,68423098
[DATA REMOVED],No,,,,,,,,,,,,,,,522257049
[DATA REMOVED],No,,,,,,,,,,,,,,,86807271
[DATA REMOVED],No,,,,,,,,,,,,,,,51574898
[DATA REMOVED],No,,,,,,,,,,,,,,,36584185
[DATA REMOVED],No,,,,,,,,,,,,,,,19423057
[DATA REMOVED],No,,,,,,,,,,,,,,,691491470
[DATA REMOVED],No,,,,,,,,,,,,,,,532257085
[DATA REMOVED],No,,,,,,,,,,,,,,,862014029
[DATA REMOVED],No,,,,,,,,,,,,,,,69807235
[DATA REMOVED],No,,,,,,,,,,,,,,,682476014
[DATA REMOVED],No,,,,,,,,,,,,,,,851093471
[DATA REMOVED],No,,,,,,,,,,,,,,,35118636
[DATA REMOVED],No,,,,,,,,,,,,,,,172792842
[DATA REMOVED],No,,,,,,,,,,,,,,,352820236
[DATA REMOVED],No,,,,,,,,,,,,,,,691808899
[DATA REMOVED],No,,,,,,,,,,,,,,,51437050
[DATA REMOVED],No,,,,,,,,,,,,,,,352476035
[DATA REMOVED],No,,,,,,,,,,,,,,,86437035
[DATA REMOVED],No,,,,,,,,,,,,,,,85423050
[DATA REMOVED],No,,,,,,,,,,,,,,,531031315
[DATA REMOVED],No,,,,,,,,,,,,,,,87118657
[DATA REMOVED],No,,,,,,,,,,,,,,,172047536
[DATA REMOVED],No,,,,,,,,,,,,,,,171865963
[DATA REMOVED],No,,,,,,,,,,,,,,,192820299
[DATA REMOVED],No,,,,,,,,,,,,,,,52368077
[DATA REMOVED],No,,,,,,,,,,,,,,,362966199
[DATA REMOVED],No,,,,,,,,,,,,,,,70807278
[DATA REMOVED],No,,,,,,,,,,,,,,,53251085
[DATA REMOVED],No,,,,,,,,,,,,,,,182257085
[DATA REMOVED],No,,,,,,,,,,,,,,,852047563
[DATA REMOVED],Yes,,,,,,,,,,,,,,,361240515
[DATA REMOVED],No,,,,,,,,,,,,,,,531719822
[DATA REMOVED],No,,,,,,,,,,,,,,,51807243
[DATA REMOVED],Yes,,,,,,,,,,,,,,,692692463
[DATA REMOVED],Yes,,,,,,,,,,,,,,,681491484
[DATA REMOVED],No,,,,,,,,,,,,,,,53225115
[DATA REMOVED],No,,,,,,,,,,,,,,,342257029
[DATA REMOVED],No,,,,,,,,,,,,,,,872014085
[DATA REMOVED],No,,,,,,,,,,,,,,,533047484
[DATA REMOVED],No,,,,,,,,,,,,,,,172785764
[DATA REMOVED],No,,,,,,,,,,,,,,,341453421
[DATA REMOVED],No,,,,,,,,,,,,,,,191181398
[DATA REMOVED],No,,,,,,,,,,,,,,,69225128
[DATA REMOVED],No,,,,,,,,,,,,,,,341811436
[DATA REMOVED],No,,,,,,,,,,,,,,,341240564
[DATA REMOVED],No,,,,,,,,,,,,,,,68584149
[DATA REMOVED],No,,,,,,,,,,,,,,,342692477
[DATA REMOVED],Yes,,,,,,,,,,,,,,,3565371
[DATA REMOVED],No,,,,,,,,,,,,,,,68368092
[DATA REMOVED],No,,,,,,,,,,,,,,,362785764
[DATA REMOVED],No,,,,,,,,,,,,,,,19118635
[DATA REMOVED],No,,,,,,,,,,,,,,,193193484
[DATA REMOVED],No,,,,,,,,,,,,,,,342585370
[DATA REMOVED],No,,,,,,,,,,,,,,,871811442
[DATA REMOVED],No,,,,,,,,,,,,,,,352476071
[DATA REMOVED],No,,,,,,,,,,,,,,,862692464
[DATA REMOVED],Yes,,,,,,,,,,,,,,,70584114
[DATA REMOVED],No,,,,,,,,,,,,,,,522792850
[DATA REMOVED],No,,,,,,,,,,,,,,,522047584
[DATA REMOVED],No,,,,,,,,,,,,,,,351031399
[DATA REMOVED],No,,,,,,,,,,,,,,,70225163
[DATA REMOVED],No,,,,,,,,,,,,,,,341491429
[DATA REMOVED],No,,,,,,,,,,,,,,,511113064
[DATA REMOVED],No,,,,,,,,,,,,,,,171181377
[DATA REMOVED],No,,,,,,,,,,,,,,,70574857
[DATA REMOVED],No,,,,,,,,,,,,,,,511453450
[DATA REMOVED],No,,,,,,,,,,,,,,,53196664
[DATA REMOVED],No,,,,,,,,,,,,,,,513193456
[DATA REMOVED],No,,,,,,,,,,,,,,,51225157
[DATA REMOVED],No,,,,,,,,,,,,,,,862169949
[DATA REMOVED],No,,,,,,,,,,,,,,,512554463
[DATA REMOVED],Yes,,,,,,,,,,,,,,,53322335
[DATA REMOVED],Yes,,,,,,,,,,,,,,,363047485
[DATA REMOVED],No,,,,,,,,,,,,,,,692047550
[DATA REMOVED],Yes,,,,,,,,,,,,,,,36712663
[DATA REMOVED],No,,,,,,,,,,,,,,,17289971
[DATA REMOVED],No,,,,,,,,,,,,,,,531453478
[DATA REMOVED],No,,,,,,,,,,,,,,,52251050
[DATA REMOVED],No,,,,,,,,,,,,,,,70544257
[DATA REMOVED],No,,,,,,,,,,,,,,,691808877
[DATA REMOVED],No,,,,,,,,,,,,,,,86289914
[DATA REMOVED],No,,,,,,,,,,,,,,,682169956
[DATA REMOVED],No,,,,,,,,,,,,,,,7033457
[DATA REMOVED],No,,,,,,,,,,,,,,,522014028
[DATA REMOVED],No,,,,,,,,,,,,,,,343138036
[DATA REMOVED],No,,,,,,,,,,,,,,,361811464
[DATA REMOVED],No,,,,,,,,,,,,,,,34251049
[DATA REMOVED],No,,,,,,,,,,,,,,,513241614
[DATA REMOVED],No,,,,,,,,,,,,,,,192351421
[DATA REMOVED],No,,,,,,,,,,,,,,,85225198
[DATA REMOVED],No,,,,,,,,,,,,,,,172351435
[DATA REMOVED],No,,,,,,,,,,,,,,,703138092
[DATA REMOVED],No,,,,,,,,,,,,,,,191113042
[DATA REMOVED],No,,,,,,,,,,,,,,,511031336
[DATA REMOVED],Yes,,,,,,,,,,,,,,,873138084
[DATA REMOVED],No,,,,,,,,,,,,,,,86955677
[DATA REMOVED],No,,,,,,,,,,,,,,,343138091
[DATA REMOVED],No,,,,,,,,,,,,,,,702014084
[DATA REMOVED],No,,,,,,,,,,,,,,,35289985
[DATA REMOVED],No,,,,,,,,,,,,,,,171719849
[DATA REMOVED],No,,,,,,,,,,,,,,,8765315
[DATA REMOVED],No,,,,,,,,,,,,,,,532191699
[DATA REMOVED],No,,,,,,,,,,,,,,,362351499
[DATA REMOVED],No,,,,,,,,,,,,,,,872792898
[DATA REMOVED],No,,,,,,,,,,,,,,,351491464
[DATA REMOVED],No,,,,,,,,,,,,,,,871031370
[DATA REMOVED],No,,,,,,,,,,,,,,,363241621
[DATA REMOVED],No,,,,,,,,,,,,,,,18544292
[DATA REMOVED],No,,,,,,,,,,,,,,,692865450
[DATA REMOVED],No,,,,,,,,,,,,,,,17251015
[DATA REMOVED],No,,,,,,,,,,,,,,,52423084
[DATA REMOVED],No,,,,,,,,,,,,,,,341240577
[DATA REMOVED],Yes,,,,,,,,,,,,,,,68955677
[DATA REMOVED],No,,,,,,,,,,,,,,,702692435
[DATA REMOVED],No,,,,,,,,,,,,,,,862863822
[DATA REMOVED],No,,,,,,,,,,,,,,,181719850
[DATA REMOVED],No,,,,,,,,,,,,,,,691181328
[DATA REMOVED],No,,,,,,,,,,,,,,,182865435
[DATA REMOVED],No,,,,,,,,,,,,,,,691240556
[DATA REMOVED],No,,,,,,,,,,,,,,,362554470
[DATA REMOVED],No,,,,,,,,,,,,,,,352792814
[DATA REMOVED],No,,,,,,,,,,,,,,,18544235